Site Name ,Alt name or num ,Country ,Y ,X ,Refrences ,14C,Bot ,Zoo
Dimba,,DRC,-5.28,14.87,(De Maret 1986; De Maret 1990; Oslisly et al. 2013),yes,,
Gombe,,DRC,-4.28,15.27,(De Maret 1982; De Maret 1985b; Lanfranchi and Clist 1991; Oslisly et al. 2013),yes,,
Ile des Mimosas,,DRC,-4.28,15.28,(Oslisly et al. 2013),yes,,
Imbonga,,DRC,-0.8,19.77,(De Maret 1985b; Eggert 1992; Oslisly et al. 2013),yes,,
Ionda,,DRC,0,18.19,(De Maret 1985b; Oslisly et al. 2013),yes,,
Isaka,,DRC,-0.08,19.93,(Oslisly et al. 2013),yes,,
Kamuna,,DRC,-4.33,15.33,(Oslisly et al. 2013),yes,,
Kingabwa,,DRC,-4.33,15.33,(Oslisly et al. 2013),yes,,
Kinsuka,,DRC,-4.28,15.28,(Oslisly et al. 2013),yes,,
Kwimba,,DRC,-5.77,14.8,(Clist 2005; De Maret 1985a; De Maret 1986; De Maret 1990; Oslisly et al. 2013),yes,,
La Funa,,DRC,-4.28,15.28,(Clist 2005; Oslisly et al. 2013),yes,,
Longa,,DRC,-0.2,18.88,(De Maret 1985b; Oslisly et al. 2013),yes,,
Lovo,,DRC,-4.33,15.33,(De Maret 1990; Oslisly et al. 2013),yes,,
Maluba,,DRC,2.8,18.5,(Eggert 1992),yes,,
Mbandaka,,DRC,-0.07,18.25,(De Maret 1985b; Eggert 1992; Oslisly et al. 2013),yes,,
Ngovo,,DRC,-5.3,14.92,(De Maret 1986; De Maret 1990; Oslisly et al. 2013),yes,,
Nkile,,DRC,-0.08,18.67,(De Maret 1982; Kahlheber 2004; Oslisly et al. 2013),yes,,
Nsele,,DRC,-4.25,15.53,(De Maret 1982; Oslisly et al. 2013),yes,,
Ntadi-Ntadi,,DRC,-5.57,15.22,(De Maret 1986; Oslisly et al. 2013),yes,,
Ntende Cave,,DRC,-4.33,15.33,(Oslisly et al. 2013),yes,,
Sakuzi,,DRC,-5.17,14,(De Maret 1986; Oslisly et al. 2013),yes,yes,
Wafanya,,DRC,-1.29,20.37,(Oslisly et al. 2013),yes,,
Akom,,Equat. Guinea,1.87,9.9,(Oslisly et al. 2013),yes,,
Ayene,,Equat. Guinea,1.08,9.77,(Clist 1989; Oslisly et al. 2013),yes,,
Angondjé,,Gabon,0.4,9.5,(Oslisly et al. 2013),yes,,
Anzem 1,,Gabon,0.6,10.5,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Batanga 1,,Gabon,-1.43,9.13,(Oslisly et al. 2013),yes,,
Benguie 7,,Gabon,0.29,11.38,(Oslisly et al. 2013),yes,,
Bolokoboué,,Gabon,0.64,9.41,(Oslisly et al. 2013),yes,,
Charbonnages butte 56,,Gabon,0.45,9.47,(Clist 1989; Oslisly et al. 2013),yes,,
Ditouba,,Gabon,-3.27,10.57,(D’Andrea et al. 2006; Linseele 2007; Oslisly et al. 2013),yes,yes,
Ebel Alembe 1,,Gabon,0.13,11.11,(Oslisly et al. 2013),yes,, 
Ebel Alembe 2,,Gabon,0.14,11.12,(Oslisly et al. 2013),yes,, 
Elarmékora 3,,Gabon,-0.09,11.17,(Clist 1989; Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Epona 1,,Gabon,-0.11,11.15,(Clist 2005; Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Epona 2,,Gabon,-0.11,11.15,(Clist 2005; Oslisly 1993; Oslisly et al. 2013),yes,,
Evinayong,,Gabon,0.6,9.65,(Oslisly et al. 2013),yes,,
HVL 4,HVL 4 -11,Gabon,-0.08,11.37,(Oslisly et al. 2013),yes,, 
Iguela 2,,Gabon,-1.92,9.32,(Oslisly et al. 2013),yes,,
Ikengué 1,,Gabon,-1.5,9.5,(Clist 1989; Oslisly et al. 2013),yes,,
Issemeyo 4,,Gabon,0.19,11.35,(Oslisly et al. 2013),yes,,
Issemeyo 7,,Gabon,0.3,11.4,(Oslisly et al. 2013),yes,,
Kafélé 2,,Gabon,0.16,10.12,(Clist 1989; D’Andrea et al. 2006; Oslisly et al. 2013),yes,yes,
Kango 2,,Gabon,0.19,10.09,(Clist 1989; Oslisly et al. 2013),yes,,
Kango 5,,Gabon,0.2,10.08,(Clist 1989; Clist 2005; Oslisly et al. 2013),yes,yes,
Komo,,Gabon,0.37,10.12,(Oslisly et al. 2013),yes,,
Koualessis,,Gabon,1.39,11.64,(Clist 1989; Oslisly et al. 2013),yes,,
Lac Bleu de Mouila,,Gabon,-1.5,11.17,(Oslisly 1993; Oslisly et al. 2013),yes,,
Lac Noir Ndendé,,Gabon,-2.23,11.33,(Moga 2008; Oslisly et al. 2013),yes,,
Lalara 1,,Gabon,0.2,11.4,(Oslisly et al. 2013),yes,,
Lébombi,,Gabon,-1.5,13.37,(Dupré and Pinçon 1997; Oslisly et al. 2013),yes,,
Lefob 2,,Gabon,0,11.5,(Oslisly et al. 2013),yes,,
Lélédi 1,,Gabon,-0.08,11.37,(Oslisly et al. 2013),yes,,
Lélédi 2,,Gabon,-0.08,11.37,(Oslisly et al. 2013),yes,,
Lindili 1,,Gabon,-0.16,11.5,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Lopé 10,,Gabon,-0.21,11.59,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Lopé 12,,Gabon,-0.21,11.59,(Clist 1989; Clist 2005; Oslisly 1993; Oslisly et al. 2013),yes,,
Lopé 2,,Gabon,-0.22,11.59,(Clist 1989; Clist 2005; Oslisly 1998; Oslisly et al. 2013),yes,,
Lopé 4,,Gabon,-0.17,11.61,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Lope 5,,Gabon,-0.16,11.61,(D’Andrea et al. 2006; Oslisly et al. 2013),yes,yes,
Maboué 1,,Gabon,-0.14,11.53,(De Maret 1985a; Oslisly et al. 2013),yes,,
Makana,,Gabon,-1.63,13.55,(Oslisly 1993; Oslisly et al. 2013),yes,,
Makokou,,Gabon,0.57,12.85,(Clist 1989; Oslisly et al. 2013),yes,,
Malekou,,Gabon,0.34,9.5,(Oslisly et al. 2013),yes,,
Mandilou 2,,Gabon,-1.27,10.62,(Clist 1989; Oslisly et al. 2013),yes,,
Mandilou 3,,Gabon,-1.27,10.62,(Clist 1989; Oslisly et al. 2013),yes,,
Massango,,Gabon,-1.63,13.14,(Oslisly et al. 2013),yes,,
Mbama 1,,Gabon,-0.1,11.8,(Oslisly et al. 2013),yes,,
Mbilapé 2,,Gabon,-0.88,9.15,(Clist 1989; Oslisly et al. 2013),yes,,
Mbilapé 4,,Gabon,-0.88,9.15,(Clist 1989; Oslisly et al. 2013),yes,,
Mboma,,Gabon,-1.71,13.35,(De Maret 1985a; Oslisly et al. 2013),yes,,
Mikouloungou 4,,Gabon,-1.63,13.35,(Oslisly et al. 2013),yes,,
Mimongo,,Gabon,-0.9,10.88,(Oslisly et al. 2013),yes,,
"Mina, Léconi",,Gabon,-1.58,14.27,(Oslisly et al. 2013),yes,,
Mingoué 1,,Gabon,-0.18,11.36,(Oslisly et al. 2013; Oslisly and Dechamps 1994; Oslisly and Fontugne 1993),yes,,
Mingoué 5,,Gabon,-0.18,11.36,(Oslisly et al. 2013; Oslisly and Dechamps 1994; Oslisly and Fontugne 1993),yes,,
Moanda 1,,Gabon,-1.56,13.18,(Clist 1989; Oslisly et al. 2013),yes,,
Moanda 2,,Gabon,-1.56,13.18,(Clist 1989; Oslisly et al. 2013),yes,,
Moanda Gare,,Gabon,-1.56,13.18,(Clist 1989; Oslisly et al. 2013),yes,,
"Moanda Pk28,5",,Gabon,-1.62,13.47,(Oslisly et al. 2013),yes,,
"Moanda Pk29,5",,Gabon,-1.62,13.47,(Oslisly et al. 2013),yes,,
Mont Brazza,,Gabon,-0.13,11.59,(Clist 1989; Oslisly et al. 2013),yes,,
Mouila 1,,Gabon,-1.5,11.17,(Clist 1989; Oslisly et al. 2013),yes,,
Mouila 2,,Gabon,-1.98,11.03,(Clist 1989; Oslisly et al. 2013),yes,,
Ndjolé Pk.5,,Gabon,0.17,10.75,(Clist 1989; Clist 2005; Oslisly 1993; Oslisly et al. 2013),yes,,
Ndzomossi,,Gabon,1.64,11.61,(Oslisly et al. 2013),yes,,
Nkol Ogoum 2,,Gabon,0.41,9.49,(D’Andrea et al. 2006; Oslisly et al. 2013),yes,yes,
Ofoubou 16,,Gabon,-1.6,10.13,(Oslisly et al. 2013),yes,,
Ofoubou 33,,Gabon,-1.6,10.13,(Oslisly et al. 2013),yes,,
Ofoubou 5,,Gabon,-1.6,10.13,(Clist 2005; Oslisly et al. 2013),yes,,
Okala 1,,Gabon,0.49,9.41,(Clist 1989; Clist 2005; D’Andrea et al. 2006; Oslisly et al. 2013),yes,yes,
Okanda 2,,Gabon,-0.11,11.55,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Okanda 5,,Gabon,-0.12,11.55,(Clist 2005; Oslisly et al. 2013),yes,, 
Okanda 6,,Gabon,-0.12,11.57,(Clist 2005; Oslisly et al. 2013),yes,,
Otoumbi 1,,Gabon,-0.07,11.09,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Otoumbi 13,,Gabon,-0.07,11.12,(Clist 2005; Oslisly 1993; Oslisly et al. 2013),yes,,
Otoumbi 2,,Gabon,-0.07,11.09,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,, 
Otoumbi 3,,Gabon,-0.07,11.12,(Oslisly et al. 2013),yes,,
Otoumbi 4,,Gabon,-0.07,11.12,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Otoumbi 5,,Gabon,-0.06,11.12,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Otoumbi 8,,Gabon,-0.07,11.12,(Oslisly et al. 2013; Oslisly and Fontugne 1993),yes,,
Oumoundo 1,,Gabon,0,11.5,(Oslisly et al. 2013),yes,,
Oumoundo 2,,Gabon,0,11.5,(Oslisly et al. 2013),yes,,
Oveng 1,,Gabon,0.48,9.52,(Clist 1987; D’Andrea et al. 2006; Oslisly et al. 2013),yes,yes,
Owendo,Ovendo,Gabon,0.33,9.47,(Clist 1989; De Maret 1982; Oslisly et al. 2013),yes,,
Oyem 1,,Gabon,1.59,11.57,(Clist 1989; Oslisly et al. 2013),yes,,
Oyem 2,,Gabon,1.57,11.57,(Clist 1989; Oslisly et al. 2013),yes,,
Paouan Cave,,Gabon,-0.81,12.75,(Oslisly et al. 2013),yes,,
Plateau de Mpassa,,Gabon,-1.7,13.63,(Oslisly et al. 2013),yes,,
Remboué 1,,Gabon,0.12,9.73,(Oslisly et al. 2013),yes,,
Remboué 15,,Gabon,0.12,9.73,(Oslisly et al. 2013),yes,,
Remboué 2,,Gabon,0.12,9.73,(Clist 2005; Oslisly et al. 2013),yes,,
Remboué 3,,Gabon,0.12,9.73,(Clist 2005; Oslisly et al. 2013),yes,,
Rivière Denis 1,,Gabon,0.32,9.35,(Clist 1989; Oslisly et al. 2013),yes,,
Rivière Denis 2,,Gabon,0.32,9.35,(Oslisly et al. 2013),yes,,
Route Cap Estérias,,Gabon,0.6,9.33,(Clist 2005; Oslisly et al. 2013),yes,,
Sablières,,Gabon,0.5,9.38,(Clist 1989; Oslisly et al. 2013),yes,,
Site 85/22,,Gabon,1.92,11.59,(Oslisly et al. 2013),yes,,
Site 85/26,,Gabon,2.03,11.5,(Oslisly et al. 2013),yes,,
Soukoudzap,,Gabon,1.67,11.51,(Oslisly et al. 2013),yes,,
Toubé 1,,Gabon,-0.04,11.59,(Clist 2005; Oslisly et al. 2013),yes,,
Viafé 3,,Gabon,0.2,11.38,(Oslisly et al. 2013),yes,,
Viafe 5,,Gabon,0.34,11.43,(Oslisly et al. 2013),yes,,
Yombi Pk.8,,Gabon,-1.42,10.63,(Oslisly 1993; Oslisly et al. 2013),yes,,
Juffure,,Gambia,13.35,-16.36,(Gijanto 2011; Gijanto 2014; Gijanto and Walshaw 2014),,yes, 
Mbolop Tobé,,Gambia,13.56,-15.64,(Gallay et al. 1982; McIntosh and McIntosh 1986b),,, 
Wasu,Wassu,Gambia,13.69,-14.87,(Gallay 2010; Posnansky and McIntosh 1976),yes,, 
A-212,,Ghana,8.35,-2.36,(Logan 2012),,yes, 
Abam ,Bono Manso,Ghana,7.7,-1.85,(Breunig and Rupp 2016; Logan 2012),yes,, 
Adansemanso,,Ghana,6.25,-1.55,(Linseele 2007; Logan 2012),yes,, 
Ahwene Koko,,Ghana,7.48,-2.2,(Calvocoressi and David 1979; Logan 2012),yes,, 
Amuowi I,,Ghana,7.72,-2.15,(Posnansky and McIntosh 1976),yes,, 
Amuowi II,,Ghana,7.72,-2.15,(Posnansky and McIntosh 1976),yes,, 
Anyinam,,Ghana,6.5,-1.53,(Linseele 2007),yes,, 
Asantemanso,,Ghana,6.6,-1.59,(Breunig and Rupp 2016),yes,, 
Asokrochona,,Ghana,5.6,-0.35,(Chevrier et al. 2018; Nygaard and Talbot 1984),,, 
Atwetwebooso,(Hani),Ghana,7.85,-2.53,(Calvocoressi and David 1979; Posnansky and McIntosh 1976; Stahl 1994),yes,, 
B-112,,Ghana,8.03,-2.17,(Logan 2012),,yes, 
Banda 13,,Ghana,8.12,-2.26,(Logan 2012),,yes, 
Banda 27,,Ghana,8.18,-2.17,(Logan 2012),,yes, 
Banda 41,,Ghana,8.17,-2.16,(Logan 2012; Moga 2008),,yes, 
Begho,,Ghana,7.85,-2.48,(Logan 2012; Posnansky and McIntosh 1976; Willett 1971),yes,,
Birimi,,Ghana,10.56,-0.39,(Casey et al. 1997; D’Andrea and Casey 2002; Kahlheber 2004; Logan and D’Andrea 2012),yes,yes,
Boase,B4C,Ghana,7.84,-1.84,(D’Andrea et al. 2006; Logan and D’Andrea 2012),yes,yes,
Bono Manso,,Ghana,7.7,-1.85,(Calvocoressi and David 1979; Posnansky and McIntosh 1976),yes,, 
Bonoso,,Ghana,7.62,-2.08,(Calvocoressi and David 1979),yes,, 
Bosumpra,,Ghana,6.68,-0.73,(Calvocoressi and David 1979; D’Andrea and Casey 2002; Posnansky and McIntosh 1976; Stahl 1994),yes,yes, 
Bui Kataa,,Ghana,8.24,-2.28,(Logan 2012),,, 
Chemu Lagoon,,Ghana,5.64,0.02,(Calvocoressi and David 1979),yes,, 
Daboya,,Ghana,9.58,-1.51,(Logan 2012; McIntosh and McIntosh 1986b; Stahl 1994; Sutton 1982),yes,, 
Dapaa,(Begho),Ghana,7.92,-2.55,(Calvocoressi and David 1979),yes,, 
Dawu,,Ghana,5.98,-0.08,(Logan 2012; McIntosh and McIntosh 1986b),yes,, 
Esiease,,Ghana,6.6,-1.59,(Breunig and Rupp 2016),yes,, 
Gambaga,,Ghana,10.54,-0.44,(Breunig and Rupp 2016; Stahl 1994),yes,, 
Gao Lagoon,"Kpone, Gao Lagoon ",Ghana,5.67,0.04,(Calvocoressi and David 1979; McIntosh and McIntosh 1986b; Nygaard and Talbot 1984; Stahl 1994; Sutton 1982),yes,,yes 
Gonja Dimbia,,Ghana,8.05,-1.92,(Linseele 2007),yes,,yes 
K1,,Ghana,8.06,-1.9,(D’Andrea and Casey 2002; Stahl 1994),yes,yes, 
K6,,Ghana,8.05,-1.9,(D’Andrea and Casey 2002; Kahlheber 2004; McIntosh and McIntosh 1986b; Stahl 1994),yes,yes,yes
Kpone West,,Ghana,5.56,-0.13,(Sutton 1982),yes,, 
Kuulo Kataa,,Ghana,8.15,-2.38,(Logan 2012),yes,yes, 
Ladoku,,Ghana,5.93,0.08,(Calvocoressi and David 1979; Sutton 1982),yes,,yes 
Makala Kataa,,Ghana,8.14,-2.39,(Logan 2012),,yes, 
Mamaan,"(Akim Kotoku, Birim Valley",Ghana,5.9,-0.88,(Sutton 1982),yes,, 
Mandara,,Ghana,9.53,-1.47,(Linseele 2007),yes,, 
Mankuma,,Ghana,9.53,-1.46,(Linseele 2007),yes,, 
Monsa (Akim Kotoku),"Monsaa Earthwork, Birim Valley",Ghana,5.87,-0.85,(Sutton 1982),yes,, 
Mumute,,Ghana,6.74,-1.57,(Posnansky and McIntosh 1976; Stahl 1994),yes,,yes 
New Buipe,,Ghana,8.77,-1.46,(Logan 2012; Willett 1971; York 1973),yes,, 
Ngre Kataa,,Ghana,8.1,-2.31,(Logan 2012),yes,yes,
Ntereso,,Ghana,8.85,-1.08,(D’Andrea and Casey 2002; Kahlheber 2004; Linseele 2007; Stahl 1994),yes,yes,yes 
Nyanga,,Ghana,9.53,-1.47,(Linseele 2007),yes,, 
Pepease,,Ghana,6.75,-0.72,(Posnansky and McIntosh 1976),yes,, 
Tema,,Ghana,5.68,0,(Nygaard and Talbot 1984; Posnansky and McIntosh 1976; Sutton 1982),yes,, 
Niani,,Guinea,11.42,-8.57,(Calvocoressi and David 1979; Kahlheber 2004; Sutton 1982; Willett 1971),yes,, 
Adiopodoume,,Ivory Coast,5.34,-4.13,(Chenorkian 1983),yes,,yes 
Anyama,,Ivory Coast,5.49,-4.05,(Chenorkian 1983),yes,, 
Assoco-Monobaha,,Ivory Coast,5.17,-3.3,(Huysecom et al. 2014),yes,, 
Balmer,,Ivory Coast,4.72,-6.64,(Chenorkian 1983),yes,,yes 
Bassa,,Ivory Coast,4.91,-6.15,(Chenorkian 1983),yes,,yes 
Bereby,,Ivory Coast,4.65,-6.92,(Chenorkian 1983),yes,,yes 
Bingerville highway ,,Ivory Coast,5.35,-3.88,(Chenorkian 1983; McIntosh and McIntosh 1986b),yes,, 
Ehoussou,,Ivory Coast,5.24,-3.26,(Chenorkian 1983),yes,,yes 
Essankro,,Ivory Coast,5.19,-3.35,(Huysecom et al. 2014),yes,, 
Grand Bassam,,Ivory Coast,5.23,-3.73,(Chenorkian 1983),yes,, 
Grand Lahou,,Ivory Coast,5.14,-5.03,(Chenorkian 1983),yes,,yes 
Kong,,Ivory Coast,9.17,-4.5,(Sutton 1982),yes,, 
Monobaha canal,,Ivory Coast,5.15,-3.3,(Chenorkian 1983),yes,, 
N'Gaty,,Ivory Coast,5.3,-4.34,(Chenorkian 1983; McIntosh and McIntosh 1986b),yes,,yes 
Nyamwan,,Ivory Coast,5.18,-3.29,(Chenorkian 1983; McIntosh and McIntosh 1986b),yes,yes,yes 
Siola 1000,Syola (in google),Ivory Coast,9.86,-7.45,(Oslisly 1993),yes,, 
Siola 2000,Syola (in google),Ivory Coast,9.86,-7.45,(Huysecom et al. 2014),yes,, 
Siola 4000,Syola (in google),Ivory Coast,9.85,-7.43,(Oslisly 1993),yes,, 
Songon Dagbe,,Ivory Coast,5.31,-4.23,(Chenorkian 1983),yes,,yes 
Songon Kassemble,,Ivory Coast,5.31,-4.21,(Chenorkian 1983),yes,,yes 
Teneguela (Ténéguéla),,Ivory Coast,8.98,-4.5,(Sutton 1982),yes,, 
Tchotchoraf,Dabou Tchotchoraf,Ivory Coast,5.31,-4.38,(Chenorkian 1983; McIntosh and McIntosh 1986b),yes,,yes 
Tiebiessou,,Ivory Coast,5.35,-4.89,(Chenorkian 1983),yes,,yes 
FhBp2,,Liberia,8.23,-10.16,(D’Andrea et al. 2006; Gabel 1976; Livingstone Smith 2007),yes,,
FhBp5,,Liberia,8.23,-10.16,(Gabel 1976),,,
FkBv1 (Sopie),,Liberia,7.31,-8.68,(D’Andrea and Casey 2002; Gabel 1976),yes,yes,
FoBm11,,Liberia,6.4,-10.76,(Gabel 1976),,,
FoBm13,,Liberia,6.4,-10.76,(Gabel 1976),,,
FoBm17,,Liberia,6.4,-10.81,(Gabel 1976),,,
FoBm9,,Liberia,6.4,-10.77,(Gabel 1976),,,
FoBn2,,Liberia,6.28,-10.7,(Gabel 1976),,,
FpBn7,,Liberia,6.31,-10.66,(Gabel 1976),,,
FpBo1,,Liberia,6.11,-10.36,(Gabel 1976),,,
Kokasu ,,Liberia,8.3,-10.1,(D’Andrea et al. 2006; Gabel 1976; Livingstone Smith 2007; Posnansky and McIntosh 1976),yes,yes, 
Kpotomai,,Liberia,8.23,-9.94,(Posnansky and McIntosh 1976),yes,, 
Russwurm Island cemetery,,Liberia,4.37,-7.73,(Posnansky and McIntosh 1976),yes,, 
Sopie,,Liberia,7.38,-8.59,(Gabel 1976; Gabel et al. 1975; Posnansky and McIntosh 1976),yes,yes,
USGS1970a,Site name could be Kapebli ,Liberia,6.51,-10.92,(Gabel et al. 1975),yes,,
USGS1970b,Site name could be Kapebli,Liberia,6.51,-10.93,(Gabel et al. 1975),yes,,
Akumbu,,Mali,15.01,-5.49,(Mayor et al. 2005) (Togola 1993),yes,,yes
Ama Balagina,,Mali,14.1,-3.73,(Huysecom et al. 2001),,, 
Ama balaginna,A1 - escarpment,Mali,14.1,-3.73,(Huysecom et al. 2001; Huysecom et al. 2015),yes,,
Ambere-Dougon,seno plain,Mali,14.28,-3.22,(Breunig and Rupp 2016; Huysecom et al. 2015),yes,,
Arouane ,,Mali,18.87,-3.5,(Jousse 2004; Linseele 2007),yes,,yes 
Balagina,Ethnohistorical study,Mali,14.11,-3.62,(Huysecom et al. 2015),,,
Campement,Ounjougou site complex,Mali,14.41,-3.52,(Breunig and Rupp 2016),,, 
Damassogou,seno plain,Mali,14.27,-3.22,(Breunig and Rupp 2016; Huysecom et al. 2015),yes,,
Damatoumou,plateau - near Ounjougou,Mali,14.39,-3.5,(Huysecom et al. 2006; Huysecom et al. 2008; Soriano et al. 2010),yes,,
Damatoumou sud,,Mali,14.41,-3.52,(Breunig and Rupp 2016),,, 
Dangandouloun,Dagandouloun,Mali,14.43,-3.45,(Huysecom et al. 2015; Mayor et al. 2005; Robion-Brunner 2008),yes,yes,
Dari ,Ethnohistorical study,Mali,14.37,-4.76,(Huysecom et al. 2015),,,
Dia,,Mali,14.32,-4.96,(Bedaux et al. 2001; Bedaux 2005; Kahlheber 2004),,yes,
Dia-Mara,,Mali,13.43,-6.28,(Bedaux 2005),,yes, 
Dia-Shoma,,Mali,14.35,-4.96,(Bedaux et al. 2001; Linseele 2007),yes,yes, 
Diabeli Peul IV,,Mali,14.1,-3.63,(Breunig and Rupp 2016; Huysecom et al. 2015),,, 
Diabeli-Peul,Ethnohistorical study,Mali,14.1,-3.63,(Huysecom et al. 2015),yes,,
Douna-pey,,Mali,14.41,-2.85,(Huysecom et al. 2008),,, 
Dourou-boro,escarpment,Mali,14.29,-3.44,(Breunig and Rupp 2016; Huysecom et al. 2015),yes,,
Ebelelit,EB07,Mali,17.16,-0.14,(Manning et al. 2011; Manning and Timpson 2014),yes,yes, 
El Oualadji,,Mali,16.25,-3.5,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
Er Negf,EN07,Mali,17.39,0.16,(Manning et al. 2011; Manning and Timpson 2014),yes,yes, 
Erg Ine Sakane ,MK42,Mali,20.56,-0.86,(Jousse 2004; Manning and Timpson 2014),yes,, 
Erg Ine Sakane Region,?,Mali,19.93,-0.67,(Linseele 2007; McIntosh and McIntosh 1986b),yes,, 
Essouk,,Mali,18.77,1.19,(Clist 2005),yes,yes, 
Famanbougou,,Mali,11.9,-7.3,(Calvocoressi and David 1979),yes,, 
Fanfannyégèné I ,,Mali,13.8,-8.98,(Dupré and Pinçon 1997),yes,, 
Farabana,Fort d'Orléans,Mali,14.18,-11.92,(Huysecom et al. 2014),yes,, 
Fiko,,Mali,14.46,-3.9,(Huysecom et al. 2001; Huysecom et al. 2015; Robion-Brunner 2008),yes,yes,
Fiko Sud,Fiko sud,Mali,14.44,-3.9,(Breunig and Rupp 2016),yes,, 
Gadei,Gao-Gadei,Mali,16.3,-0.03,(Cook 2000; Insoll 1997; Linseele 2007),yes,,yes
Gao Ancien,,Mali,16.29,-0.04,(Cissé et al. 2013; Insoll 1997; Linseele 2007),yes,yes,
Gao Saney,,Mali,16.29,0.02,(Breunig and Rupp 2016; Cissé et al. 2013; Huysecom et al. 2015; Insoll 1997; Linseele 2007),yes,yes,yes
Golobountai,plateau,Mali,14.39,-3.48,(Huysecom et al. 2001; Huysecom et al. 2015),yes,,
Grottes de Sanga,,Mali,14.42,-3.29,(Robion-Brunner 2008; Willett 1971),yes,,
Gumbessugo,Kema-Gumbessugo (Goumbessougo),Mali,14.41,-3.83,(Huysecom et al. 2001),yes,yes,
Hamdallahi,,Mali,14.29,-4.09,(Gallay et al. 1990),,, 
Hassi-el-Abiod,"MN 18, 24, 26, 43 and others? ",Mali,19.16,-3.75,(Jousse 2004; Linseele 2007; Manning and Timpson 2014),yes,,yes 
Hombori,,Mali,15.21,-1.69,(Mayor et al. 2005),,, 
Jenne-Jeno,,Mali,13.89,-4.54,(Calvocoressi and David 1979; Huysecom et al. 2015; Kahlheber 2004; Linseele 2007; McIntosh 1998; McIntosh and McIntosh 1981; McIntosh 1995; McIntosh 1999; McIntosh and McIntosh 1986b; McIntosh and McIntosh 2001; Sutton 1982),yes,yes,yes
Jsmagamag,JS07-1/-2,Mali,17.39,0.16,(Manning et al. 2011; Manning and Timpson 2014),yes,yes, 
Kakoli,,Mali,14.49,-3.89,(Huysecom et al. 2001),,, 
Karkarichinkat Nord,,Mali,17.16,-0.14,(D’Andrea and Casey 2002; Kahlheber 2004; Manning et al. 2011; Manning and Timpson 2014),yes,yes, 
Karkarichinkat Sud,,Mali,17.16,-0.14,(D’Andrea and Casey 2002; Manning et al. 2011; Manning and Timpson 2014),yes,yes, 
Kawinza,,Mali,15.75,-4.5,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
Keli Sogou,Ounjougou site complex,Mali,14.4,-3.53,(Ozainne 2013),yes,, 
Kéma,Kema Village,Mali,14.42,-3.81,(Huysecom et al. 2001),yes,,
Kéma Koundiouli,,Mali,14.41,-3.81,(Huysecom et al. 2001; Huysecom et al. 2015),yes,yes,
Kendjé,,Mali,14.46,-3.93,(Huysecom et al. 2015),yes,,
Kobadi,,Mali,15.46,-5.52,(Jousse 2004; Linseele 2007; Manning and Timpson 2014; Posnansky and McIntosh 1976),yes,,yes 
Kobo,,Mali,13.91,-3.86,(Oslisly 1993),,, 
Kokolo,Kokolo Nord,Mali,14.41,-3.54,(Huysecom et al. 2001; Huysecom et al. 2015; Ozainne 2013),yes,,
Kolima,,Mali,15.33,-5.42,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
Kolima-Sud,,Mali,15.44,-5.41,(Linseele 2007),yes,yes,yes 
Korounkorakolé,,Mali,12.04,-8.46,(Linseele 2007),yes,, 
Koukia,,Mali,15.95,0.24,(Mayor et al. 2005),,, 
Koussane,,Mali,14.89,-11.23,(Oslisly 1993),yes,, 
Kowa,plateau,Mali,14.49,-4.02,(Huysecom et al. 2001; Huysecom et al. 2015),yes,, 
Lagreich,,Mali,16.98,1.16,(Peregrine and Ember 2001),,, 
Manianbougou,,Mali,12.58,-8.03,(Dupré and Pinçon 1997),yes,, 
Mema region,,Mali,15.17,-5.02,(Makaske et al. 2007; Sutton 1982; Takezawa and Cisse 2001; Togola 1993),yes,,
Modjodje,,Mali,14.14,-3.99,(Huysecom et al. 2001),,, 
Mouyssam II,KNT 2,Mali,16.86,-2.22,(Linseele 2007),yes,, 
Ngomi,,Mali,14.5,-4.33,(Calvocoressi and David 1979),yes,, 
Nienebo,Ethnohistorical study,Mali,14.07,-3.59,(Huysecom et al. 2015),,,
Nin-Bère 1,seno plain,Mali,14.27,-3.2,(Huysecom et al. 2015; Robion-Brunner 2008),yes,,
Nin-Bèrè 3,seno plain,Mali,14.27,-3.19,(Huysecom et al. 2015),yes,,yes
Nokara,,Mali,15.11,-2.37,(Calvocoressi and David 1979; Sutton 1982),yes,yes, 
Orosobo,Ounjougou site complex,Mali,14.42,-3.53,(Ozainne et al. 2017),,, 
